,action_taken_name,loan_purpose_name,denial_reason_name_1
16413,Application denied by financial institution,Refinancing,Debt-to-income ratio
16414,Application denied by financial institution,Refinancing,Collateral
16415,Application denied by financial institution,Home purchase,Credit history
16416,Application denied by financial institution,Refinancing,Credit application incomplete
16417,Application denied by financial institution,Home purchase,Credit history
16418,Application denied by financial institution,Home improvement,Credit history
16419,Application denied by financial institution,Refinancing,Debt-to-income ratio
16420,Application denied by financial institution,Refinancing,Credit history
16421,Application denied by financial institution,Refinancing,Credit application incomplete
16422,Application denied by financial institution,Home improvement,Debt-to-income ratio
16423,Application denied by financial institution,Refinancing,Other
16424,Application denied by financial institution,Refinancing,Debt-to-income ratio
16425,Application denied by financial institution,Home improvement,Credit history
16426,Application denied by financial institution,Refinancing,Collateral
16427,Application denied by financial institution,Refinancing,Collateral
16428,Application denied by financial institution,Home purchase,Debt-to-income ratio
16429,Application denied by financial institution,Refinancing,Other
16430,Application denied by financial institution,Home purchase,Collateral
16431,Application denied by financial institution,Home improvement,Credit history
16432,Application denied by financial institution,Home improvement,Credit history
16433,Application denied by financial institution,Home improvement,Credit history
